scaffold,mean_shap,effect,n_total,n_active,n_inactive,active_ratio
S=c1[nH]nc(COc2ccccc2)n1N=Cc1cccs1,-0.000122548,negative,1,0,1,0
O=C(CN1C(=O)NC(c2ccccc2)C1=O)Nc1ccon1,-0.000123134,negative,1,0,1,0
c1cc2c(s1)CCCCC2,-0.000123372,negative,2,1,1,0.5
O=C(Nc1ccccn1)c1ccccc1,-0.000123396,negative,2,1,1,0.5
c1ccc(-c2cc(NCCN3CCOCC3)ncn2)cc1,-0.000123432,negative,2,0,2,0
c1ccc(CNc2cccc(N3CCCC3)c2)cc1,-0.000123467,negative,1,0,1,0
O=C1NCC(COc2ccccc2)O1,-0.00012413,negative,1,0,1,0
O=C(Nc1ccccc1)NC1CC2CCC(C1)N2Cc1cccs1,-0.000124342,negative,1,0,1,0
O=C(NN=Cc1ccc(NC(=O)c2cccs2)cc1)c1ccccc1,-0.000124685,negative,1,0,1,0
O=C1C(=O)N(CCCn2ccnc2)C(c2ccccn2)C1C(=O)c1ccccc1,-0.000124859,negative,1,0,1,0
O=C1NC(=O)C(=Cc2ccccc2Oc2ccccc2)S1,-0.000125317,negative,1,1,0,1
O=C(NCCc1ccccc1)OCc1ccccc1,-0.000125342,negative,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccccc2)C1C(=O)c1ccco1,-0.000126086,negative,1,0,1,0
O=C1CC2CCC1(CS(=O)(=O)Nc1ccccc1)C2,-0.000126321,negative,1,0,1,0
c1cnc(Nc2nc(-c3ccc4ccccc4c3)cs2)nc1,-0.000126434,negative,1,0,1,0
O=c1[nH]cnc2c1[nH]c1ccccc12,-0.000126589,negative,1,0,1,0
c1cc(-c2nnco2)ccn1,-0.000127037,negative,1,0,1,0
O=C1c2ccccc2-n2cncc2C2CCCN12,-0.000127433,negative,1,0,1,0
O=C(C=Cc1ccccc1)N1CCCCC1,-0.000127981,negative,1,0,1,0
c1ccc(NN=C2c3ccccc3Cc3ccccc32)cc1,-0.000128052,negative,1,0,1,0
O=C(CNC(=O)Cc1ccccc1)NCC(=O)OCc1ccccc1,-0.000128198,negative,2,1,1,0.5
c1ccc(COC2CCCNC2c2ccccc2)cc1,-0.000128577,negative,1,1,0,1
O=C(Nc1ccc2ncccc2c1)c1ccco1,-0.000128624,negative,1,0,1,0
O=C(COc1ccccc1)NC(=S)Nc1ccccc1,-0.000128724,negative,1,0,1,0
c1ccn2c(CCc3nnc4ccccn34)nnc2c1,-0.000129352,negative,1,0,1,0
O=C(CSc1cccc(-c2ccccc2)n1)c1ccccc1,-0.000129628,negative,1,0,1,0
O=C(NCC1CCCO1)C1CCC(=O)N1CCc1ccccc1,-0.000129732,negative,1,0,1,0
O=C(CSc1ncnc2[nH]cnc12)Nc1ccccc1,-0.000130153,negative,1,0,1,0
O=C(C=Cc1ccccc1)c1c[nH]c2ccccc12,-0.000130407,negative,1,1,0,1
O=C(Nc1cccnc1)Nc1cnon1,-0.000130579,negative,1,0,1,0
O=C(CSc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,-0.00013114,negative,1,0,1,0
O=C(C=Cc1ccccc1)Nc1cccs1,-0.000131527,negative,1,0,1,0
O=C(CN1CCN(c2ccccc2)CC1)Nc1ccc(-n2cnnn2)cc1,-0.000131657,negative,1,0,1,0
O=S(=O)(Cc1ccccc1)c1ccccc1,-0.000131747,negative,1,1,0,1
c1ccc(CCCNc2ccccc2)cc1,-0.000131852,negative,2,0,2,0
S=c1[nH]nc(-c2ccoc2)[nH]1,-0.00013244,negative,1,0,1,0
O=C(Nc1ccccc1)C1C=NC(=S)NC1c1ccco1,-0.000132884,negative,1,0,1,0
O=C(CC1c2ccccc2Oc2ccccc21)N1CCN(c2ccccn2)CC1,-0.000133105,negative,1,1,0,1
c1ccc(COc2ccccc2)cc1,-0.000133487,negative,12,5,7,0.416666667
N=C1CC(c2cccs2)C=C(c2ccccc2)O1,-0.000135522,negative,1,0,1,0
c1ccc(COn2c(-c3ccccc3)nc3ccccc32)cc1,-0.00013557,negative,1,0,1,0
O=C(CSc1ccnc(SCC(=O)c2ccccc2)n1)c1ccccc1,-0.000136982,negative,1,1,0,1
O=C(C1CCCC1)N(c1ccccc1)C1C=CS(=O)(=O)C1,-0.000138282,negative,1,0,1,0
O=C(CCC(=O)Nc1ccccc1)NNC(=O)COc1ccccc1,-0.0001383,negative,1,0,1,0
C1=CC(Cc2ccccc2)NC1,-0.000138413,negative,8,1,7,0.125
c1ccc(N(c2ccccc2)c2ccccc2)cc1,-0.000139014,negative,1,1,0,1
O=S(=O)(NN=Cc1ccccc1)c1ccccc1,-0.000140623,negative,1,0,1,0
O=C1CCCN1Cc1ccccc1,-0.000140736,negative,1,0,1,0
O=C(C[SH+]Cc1coc(-c2ccccc2)n1)N1CCC2(CC1)OCCO2,-0.000141086,negative,1,0,1,0
O=C1Nc2ccccc2[SH+]c2ccccc21,-0.000141476,negative,1,0,1,0
c1ccc(CNc2ccccn2)cc1,-0.000142833,negative,3,0,3,0
N=C(CNC(=O)c1ccccc1)c1ccccc1,-0.000143042,negative,1,0,1,0
c1ccc(CSc2ncnc3c2ncn3C2CCCCO2)cc1,-0.000143422,negative,1,0,1,0
c1cnc2sc3cncnc3c2c1,-0.000143423,negative,1,1,0,1
O=S1(=O)Nc2ccccc2-c2ccccc21,-0.000145097,negative,2,0,2,0
O=C(NCc1ccco1)c1ccc2c(c1)ncn2-c1ccccc1,-0.000145099,negative,1,0,1,0
O=C(NCCc1ccccc1)c1noc2c1CCc1ccccc1-2,-0.000145238,negative,1,0,1,0
c1ccc(CCNc2nnnn2-c2ccccc2)cc1,-0.000145433,negative,1,0,1,0
O=C1CC(=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)c2ccccc21,-0.000146014,negative,1,0,1,0
c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,-0.00014606,negative,1,0,1,0
O=C1c2cnc3c(-c4ccccc4)cnn3c2CC2c3ccccc3CCN12,-0.000146958,negative,1,0,1,0
O=C(c1ccccc1)c1cc2cccnc2o1,-0.000147383,negative,1,1,0,1
O=C1CCC2OC2CC2CC(CC=CC=CCc3cccc(c3)N1)NC(=O)O2,-0.000147865,negative,1,0,1,0
c1cnc2c(NCCC3CCCCN3)cccc2c1,-0.00014825,negative,1,0,1,0
O=C(c1cc2cc3ccccc3nc2s1)N1CCc2ccccc2C1,-0.000148282,negative,1,0,1,0
O=C(NCCc1ccccc1)c1nc[nH]n1,-0.000148618,negative,1,0,1,0
O=C(NN=Cc1c[nH]c2ccccc12)c1ccccc1,-0.000149598,negative,1,0,1,0
C=C1CCc2ccccc21,-0.000149804,negative,3,1,2,0.333333333
O=C(Nc1ccccc1)N1CCN(c2nc3ccccc3[nH]2)CC1,-0.000150167,negative,1,0,1,0
O=C(Cn1nnc(-c2ccccc2)n1)c1c[nH]c2ccccc12,-0.000150491,negative,1,0,1,0
O=c1ccn2cnc3ccccc3n12,-0.000151168,negative,1,0,1,0
O=C(Nc1ccccn1)C1CCN(S(=O)(=O)c2cn[nH]c2)CC1,-0.000151592,negative,1,0,1,0
O=C1NC(=S)NC(=O)C1=Cc1cccc2cc3ccccc3cc12,-0.000151766,negative,1,0,1,0
c1ccc2c(c1)NC1CCC3CCCN4CCC21C34,-0.000152264,negative,1,1,0,1
O=C(NC(c1ccc(-c2ccccc2)cc1)C1CC1C1CCCCC1)c1ccccc1,-0.000152306,negative,1,0,1,0
c1ccc(-c2ccnc(N3CCN(c4ccccc4)CC3)n2)cc1,-0.000152336,negative,2,0,2,0
O=C1CC=CCC(NS(=O)(=O)c2ccccc2)COC(=O)CC=CCCCOC(=O)CN1,-0.000152342,negative,2,1,1,0.5
c1cc(NNc2cccc(-c3nn[nH]n3)c2)cc(-c2nn[nH]n2)c1,-0.000152463,negative,1,0,1,0
O=C1c2cnc3c(-c4ccsc4)cnn3c2CC2c3ccccc3CCN12,-0.000152868,negative,1,0,1,0
O=C(Cc1nncs1)NN=Cc1ccccc1,-0.000152952,negative,1,1,0,1
O=C(c1ccccc1)c1ncc[nH]1,-0.000152957,negative,1,1,0,1
O=C(NC(=S)Nc1nc2ccccc2s1)c1ccccc1,-0.000153338,negative,1,0,1,0
O=C(CN1C(=O)N=C(Cc2ccco2)C1=O)Nc1ccccc1,-0.000153364,negative,1,0,1,0
O=C(Nc1ncn(Cc2ccccc2)n1)c1ccccc1,-0.000153619,negative,1,0,1,0
O=C(Nc1ccnn1-c1ccccn1)c1ccccc1,-0.00015388,negative,1,0,1,0
S=C(Nc1ccccc1)N1CCCCC1,-0.000154081,negative,1,0,1,0
O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1,-0.000154593,negative,1,0,1,0
O=C1C=C2CNCCC2C1,-0.000155019,negative,1,1,0,1
c1ccc(CNc2ncccn2)cc1,-0.000156089,negative,2,0,2,0
O=C(c1cc[nH]c1)N1CCCCCC1,-0.000156942,negative,1,1,0,1
O=C(COc1ccccc1)NN=Cc1ccco1,-0.000157092,negative,1,0,1,0
O=C(NCC(c1cccs1)N1CCNCC1)c1cccnc1,-0.000158532,negative,1,0,1,0
O=C(CSc1nnn[nH]1)NC1CCCC1,-0.000158818,negative,1,0,1,0
O=C(Nc1ccc(OCc2ccccc2)cc1)c1ccccc1,-0.000159527,negative,1,0,1,0
c1ccc(N2CCCCCC2)cc1,-0.00015999,negative,2,1,1,0.5
O=C1c2ccccc2C(=O)c2c(Nc3ccc4c5c(cccc35)C(=O)c3ccccc3-4)cccc21,-0.000160132,negative,1,0,1,0
c1ccc(OCCCCCc2cn[nH]c2)cc1,-0.000160455,negative,1,0,1,0
O=C(OC1Cc2ccccc2OC1c1ccccc1-c1ccccc1C1Oc2ccccc2CC1OC(=O)c1ccccc1)c1ccccc1,-0.000162203,negative,1,0,1,0
O=C(CSc1nnn[nH]1)Nc1ccccc1,-0.000162343,negative,1,0,1,0
O=C(CCc1ccccc1)Nc1nc[nH]n1,-0.000162473,negative,1,0,1,0
S=c1[nH]nc(-c2ccn(-c3ccccc3)c2)o1,-0.000162598,negative,1,0,1,0
O=C1NC(c2ccncc2)C(C(=O)c2ccccc2)C1=O,-0.000164262,negative,1,0,1,0
O=C(NCc1ccccc1)c1ccc(-c2ccccc2)cc1,-0.000165446,negative,1,0,1,0
O=C(NCCCc1ccccc1)c1cccs1,-0.000165452,negative,1,0,1,0
O=C(NN=Cc1ccccc1)C1CCN(c2ccccn2)CC1,-0.000165519,negative,1,0,1,0
O=c1c2c(nc3c(-c4cccc5ccccc45)c[nH]n13)CCC2,-0.000165755,negative,1,0,1,0
O=C1C2OC3(NC=CC(c4ccccc4)N13)c1c[nH]cc12,-0.000166141,negative,1,0,1,0
c1ccc(CNCc2cccc3ncccc23)cc1,-0.000166281,negative,1,0,1,0
O=C(OCc1ccccc1)C(Cc1ccccc1)=NC(=O)c1ccccc1,-0.000167078,negative,1,1,0,1
O=[PH](CCCNCc1ccccc1)Cc1ccccc1,-0.000167171,negative,1,0,1,0
c1ccc(-n2cnc3ccccc32)cc1,-0.000167283,negative,3,1,2,0.333333333
O=C(CSc1ncnc(NCc2ccccc2)n1)Nc1ccccc1,-0.000167676,negative,1,0,1,0
O=C1c2ccccc2C(=O)c2c(NC3CCCCC3)ccc(Nc3ccccc3)c21,-0.000168332,negative,1,0,1,0
O=C(Nc1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,-0.000169169,negative,1,0,1,0
c1ccc(-n2nnnc2-c2cn[nH]c2)cc1,-0.000169779,negative,1,0,1,0
O=C(c1ccc[nH]1)N1CCc2ccccc2C1,-0.000169978,negative,1,1,0,1
c1ccc(N=C2Nc3cccc4cccc2c34)cc1,-0.000170411,negative,1,0,1,0
O=C1Nc2ccccc2C1=NOC(=O)c1cccc2ccccc12,-0.000170666,negative,1,1,0,1
c1ccc2nc(-c3ccc4cc5c(cc4c3)OCO5)ccc2c1,-0.000171189,negative,1,0,1,0
O=C1CCCc2nccc(-c3ccccc3)c21,-0.000171817,negative,1,0,1,0
O=C(Cc1ccccc1)OCC(=O)c1ccc2c(c1)OCCO2,-0.000172052,negative,1,0,1,0
O=C(Nc1ccccc1)C(=Cc1ccccc1)c1ccccc1,-0.000172284,negative,3,2,1,0.666666667
C1=CCC2C3CC4C(C3C1)C24,-0.00017309,negative,1,0,1,0
O=C(CSc1cccc[nH+]1)Nc1ccccc1,-0.000173301,negative,1,0,1,0
O=C(Nc1ccccc1)C(Sc1ccccc1)c1ccccc1,-0.00017345,negative,1,0,1,0
O=C(COc1ccccc1)Nc1ncncn1,-0.000173841,negative,1,0,1,0
O=C(CSc1nncn1CC1CCCO1)N1CCCCC1,-0.000174093,negative,1,1,0,1
C(=NOCc1ccccc1)c1c(-c2ccccc2)nc2ccccn12,-0.000174269,negative,1,0,1,0
O=C(Nc1nonc1-c1nc2ccccc2[nH]1)c1ccccc1,-0.000174527,negative,1,1,0,1
O=C(NCc1n[nH]c(=S)[nH]1)c1ccccc1,-0.000174559,negative,1,0,1,0
O=C(NN=Cc1cccnc1)c1ccccc1,-0.000174665,negative,2,0,2,0
O=C(c1ccccc1)C1C(c2ccccc2)C2OC13N(Cc1ccccc1)C=CC(c1ccccc1)N3C2=O,-0.00017492,negative,1,0,1,0
O=C(Nc1ncc(Cc2ccccc2)s1)C1COc2ccccc2O1,-0.000175037,negative,1,0,1,0
c1ccc(COc2ccsc2-c2nnc[nH]2)cc1,-0.000175198,negative,1,0,1,0
c1ccc(CSc2nccc(-c3ccccc3)n2)cc1,-0.000175249,negative,1,0,1,0
C1=CC(c2cccc(-c3ccccc3)c2)C(c2ccccc2)OC1,-0.000175706,negative,1,1,0,1
c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1,-0.00017587,negative,2,0,2,0
O=C(NCCCN1CCN(c2ccccc2)CC1)c1ccccc1,-0.000177496,negative,1,0,1,0
C(CCOCc1ccccc1)=NOCc1cc(-c2ccccc2)no1,-0.000177532,negative,1,0,1,0
O=c1[nH]cc(S(=O)(=O)Nc2ccccc2)c(=O)[nH]1,-0.000178284,negative,1,0,1,0
O=C(Cn1cccn1)Nc1ccccc1,-0.000178431,negative,2,0,2,0
O=S(=O)(c1ccccc1)n1cccn1,-0.000179785,negative,1,0,1,0
c1coc(CNc2ccnc(-c3ccoc3)n2)c1,-0.000179969,negative,1,0,1,0
O=C(Cc1ccccc1)OCCN1CCCC1,-0.000180197,negative,1,0,1,0
c1ccc(Cc2nccc3ccccc23)cc1,-0.000180234,negative,2,1,1,0.5
C(=NNc1ccnc(-c2ccccc2)n1)c1ccccc1,-0.00018156,negative,1,0,1,0
O=C(Nc1ccccc1)c1cccc(N2C(=O)C=CC2=O)c1,-0.000181915,negative,1,1,0,1
O=C(NCc1ccco1)c1cc(C(=O)C2CCCCC2)c[nH]1,-0.000182269,negative,1,0,1,0
O=C(C=Cc1ccccc1)c1nc2ccccc2[nH]1,-0.000183114,negative,1,0,1,0
O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)c1ccccc1,-0.000184023,negative,1,0,1,0
c1ccc(-n2ccnn2)cc1,-0.000184356,negative,2,0,2,0
C1=[NH+]CCc2cc3c(cc21)OCO3,-0.000185167,negative,1,0,1,0
O=C(NC1CCCc2ccccc21)C1CCN(S(=O)(=O)N2CCCCCC2)CC1,-0.000185488,negative,1,1,0,1
O=C(CSc1ncnc2[nH]cnc12)c1ccccc1,-0.000185743,negative,1,0,1,0
C(CCN1CCCCc2ncccc21)=NOCCC1CC2OCOC2O1,-0.000186567,negative,1,0,1,0
c1ccc(CN2CCC3CCCCC32)cc1,-0.00018689,negative,9,5,4,0.555555556
O=c1cc[nH]n1-c1nc(-c2ccccc2)cs1,-0.000188458,negative,1,0,1,0
O=C(CNCc1nc(=O)c2ccccc2[nH]1)Nc1ccc(N2CCOCC2)cc1,-0.000188633,negative,1,0,1,0
O=c1[nH]cc(C=NOCc2ccccc2)c(=O)[nH]1,-0.000189239,negative,1,0,1,0
C(=NNc1nc(-c2ccccc2)cs1)c1ccccc1,-0.000189913,negative,2,0,2,0
c1ccc(CN2CCCC3(CCNCC3)C2)cc1,-0.000189921,negative,17,3,14,0.176470588
O=C(OC(C(=O)c1ccccc1)c1ccccc1)c1ccccc1,-0.000190463,negative,1,0,1,0
O=C1c2cccnc2C(=O)N1Cc1ccccc1,-0.000191107,negative,1,0,1,0
O=C1C=CC(=O)N1CCCCCCNC1CCC2C1CCC1c3ccccc3CCC12,-0.00019116,negative,2,0,2,0
O=C1N=C(c2ccccc2)NC1NS(=O)(=O)c1ccccc1,-0.000191999,negative,1,0,1,0
c1ccc(-c2ccon2)cc1,-0.000192998,negative,5,1,4,0.2
O=S(=O)(c1ccccc1S(=O)(=O)N1CCCCC1)N1CCCCC1,-0.000192999,negative,1,1,0,1
O=C1OC(Nc2ccccn2)c2ccccc21,-0.000193598,negative,1,0,1,0
O=C1CCC(CCc2nc3ccccc3[nH]2)(c2ccccc2)C(=O)N1,-0.000193703,negative,1,0,1,0
C(=NNc1nccs1)c1ccccc1,-0.000193782,negative,1,0,1,0
c1ccc(Nc2cnn(-c3ccc4c(c3)OCCO4)[nH+]2)cc1,-0.000194067,negative,1,0,1,0
c1ccc2nc3c(nc2c1)[nH]c1ccccc13,-0.000194238,negative,3,2,1,0.666666667
N=C1CC(=O)CC(c2ccccc2)C1,-0.000194519,negative,1,0,1,0
C1=CC(ON=CCCN2CCc3ncccc3C2)COC1,-0.000195089,negative,1,0,1,0
c1ccc(-n2ccc3[nH]ccc32)cc1,-0.000195161,negative,1,0,1,0
O=C1Nc2ccccc2C1N1CCCCCC1,-0.000195276,negative,1,1,0,1
O=C(Cn1cccn1)Nc1cc2c(s1)CCCC2,-0.000195391,negative,2,1,1,0.5
c1ccc2c(C3CCN(CCN4CCOCC4)C3)c[nH]c2c1,-0.000195765,negative,1,0,1,0
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccccc1,-0.000196351,negative,1,0,1,0
O=C1c2ccccc2C(=O)c2cc(C(=O)N3CCCCC3)ccc21,-0.000198045,negative,1,0,1,0
O=S(=O)(Oc1cccc2ccccc12)c1ccccc1,-0.000198066,negative,1,0,1,0
O=C(Nc1ccccc1)c1ccc(NCC2CCCO2)cc1,-0.000199073,negative,1,0,1,0
O=C(C=Cc1ccccc1)NCCOc1ccccc1,-0.000199473,negative,1,0,1,0
c1ccc(OCc2cc(-c3ccccc3)on2)cc1,-0.000199891,negative,1,0,1,0
O=C(COc1ccccc1)N1CCC(N2CCCCCC2)CC1,-0.000200107,negative,1,0,1,0
O=C(CCN1C(=O)c2ccccc2C1=O)Nc1nncs1,-0.000200379,negative,1,0,1,0
S=C(NCc1ccco1)N1CCN(Cc2ccco2)CC1,-0.000201469,negative,1,0,1,0
S=C1SCN(Cc2ccccn2)CN1Cc1ccco1,-0.000201671,negative,1,1,0,1
O=c1[nH]c2ccccc2c2c1C=CCO2,-0.000201865,negative,1,0,1,0
c1cnc(SCCc2cccc[nH+]2)nc1,-0.000202481,negative,1,0,1,0
c1ccc(CCCNC2C3CC4CC(C3)CC2C4)cc1,-0.00020328,negative,1,0,1,0
O=C(NC(c1ccccc1)C1CC1C1CCCCC1)c1ccc(-c2ccccc2)cc1,-0.000203341,negative,1,0,1,0
O=S(=O)(NCCNS(=O)(=O)c1cccs1)c1cccs1,-0.000203956,negative,1,0,1,0
c1ccc(-c2nnc(SCCC3OCCCO3)o2)cc1,-0.000203994,negative,1,0,1,0
c1ccc(CCNCCN2CCCC2)cc1,-0.000204005,negative,1,0,1,0
O=C(ONC(=O)c1cccs1)c1ccccc1,-0.000204278,negative,1,0,1,0
c1ccc(-c2ccc3c(n2)CCCN3CCCN2CCCCc3ncccc32)cc1,-0.000204763,negative,1,0,1,0
O=C(Nc1ccccc1)C1Cc2ccccc2CN1,-0.000205472,negative,1,0,1,0
O=C1NC(=O)N(Cc2ccco2)C(=O)C1=Cc1ccccc1,-0.000205834,negative,1,0,1,0
c1ccc(-c2cc(-c3ccccc3)c3cncnc3n2)cc1,-0.000206748,negative,1,0,1,0
O=C(CN1CCC(C(=O)c2ccccc2)CC1)Nc1ccccc1,-0.000206934,negative,1,0,1,0
O=C(COc1ccc2ccccc2c1)Nc1nncs1,-0.00020696,negative,2,0,2,0
O=C(c1ccccc1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,-0.00020789,negative,1,1,0,1
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)N2CCC3(CC2)OCCO3)CC1,-0.000208522,negative,1,1,0,1
O=C(NCCCN1CCN(C2CCCCC2)CC1)Nc1ccccc1,-0.000208918,negative,1,0,1,0
O=C1C=CC2(C=C1)CC1c3c(cccc32)CCN1C(=O)c1ccccc1,-0.00020911,negative,1,0,1,0
c1c2c(cc3c1OCO3)CNCC2,-0.000209363,negative,2,0,2,0
S=C(Nc1ccccc1)NC1CC2CCC(C1)N2Cc1ccco1,-0.000210897,negative,2,0,2,0
O=c1c2c(nc3c(N=Nc4ccccc4)c[nH]n13)CCCC2,-0.000210949,negative,1,1,0,1
O=S(=O)(c1ccccc1)N1CCC(c2ccccc2)CC1,-0.00021116,negative,1,0,1,0
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,-0.000211267,negative,2,1,1,0.5
O=C(Nc1ccccc1)C1CC(c2ccccc2)=NO1,-0.000211996,negative,2,1,1,0.5
O=C(CCCOc1ccccc1)Nc1ccc(N2CCCCC2)cc1,-0.000212649,negative,1,0,1,0
c1nnc(-c2cc3cn[nH]c3s2)o1,-0.000212739,negative,1,0,1,0
c1ccc(-c2nsc3c(N4CCCCC4)ncnc23)cc1,-0.000212978,negative,1,0,1,0
N=C(NOC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,-0.000213071,negative,1,0,1,0
O=C1CCCC2=NC=CCC12,-0.000213932,negative,1,0,1,0
O=C(Nc1ccccc1)N1CCc2[nH]c3ccccc3c2C1,-0.000214594,negative,1,1,0,1
O=C(COC(=O)c1nc2ncccn2n1)Nc1ccccc1,-0.000216517,negative,2,0,2,0
O=C(CSc1nnc[nH]1)N1N=C2C(=Cc3ccco3)CCCC2C1c1ccco1,-0.000216552,negative,1,0,1,0
O=C(CSc1nncs1)NC1CCCC1,-0.000217139,negative,1,0,1,0
N=c1[nH]c(CCN2C(=O)c3ccccc3C2=O)cs1,-0.000217549,negative,1,0,1,0
O=C(NCCN1CCOCC1)C1C=CC2(CCCCC2)N1,-0.000217864,negative,1,1,0,1
c1ccc(Sc2nc3ccccc3n3cnnc23)cc1,-0.000217958,negative,1,0,1,0
O=C1NCCN=C1CC(=O)c1ccccc1,-0.000219249,negative,2,0,2,0
O=C(Oc1ccccc1)c1cccnc1,-0.000219447,negative,3,0,3,0
O=C(Nc1nn[nH]n1)c1ccccc1,-0.000219578,negative,1,0,1,0
S=C(Nc1ccccc1)N1CCC(N2CCCCC2)CC1,-0.000220046,negative,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2cccnc2)C1C(=O)c1cnc2ccccn12,-0.000220461,negative,1,0,1,0
O=C(COc1ccccc1)NNC(=O)c1ccc(-c2ccccc2)cc1,-0.000220569,negative,1,0,1,0
O=C1CC(c2ccccc2)Cc2c1cnc1c(-c3ccccc3)cnn21,-0.000220584,negative,1,0,1,0
O=C(COc1ccccc1)N1CCN(c2cccc(N3CCOCC3)c2)CC1,-0.000220814,negative,1,1,0,1
c1ccc(Nc2ccnc3ccccc23)cc1,-0.000220992,negative,3,2,1,0.666666667
O=C(Nc1nc2ccccc2n1CCN1CCCCC1)c1ccn[nH]1,-0.000221401,negative,1,0,1,0
O=C(Nc1cccc(C2=NOC3(CCNC3)C2)c1)c1ccccc1,-0.000221543,negative,1,0,1,0
c1csc(-c2ccnc(C3CC3)c2)c1,-0.000221715,negative,1,0,1,0
O=C(CCc1ccccc1)OC1CCC2C1CCC1c3ccccc3CCC12,-0.000222492,negative,1,0,1,0
c1ccc2ncc(C[N+]34CN5CN(CN(C5)C3)C4)cc2c1,-0.000222661,negative,1,0,1,0
O=C(OCc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,-0.000223113,negative,1,0,1,0
O=C(C=Cc1ccccc1)NNC(=O)c1cccnc1,-0.000223343,negative,1,0,1,0
O=C(Nc1ccc(C=Cc2nc3ccccc3o2)cc1)c1ccccc1,-0.0002249,negative,1,0,1,0
O=S(=O)(c1ccccc1)N1CCN(c2ccccc2)CC1,-0.000225002,negative,1,1,0,1
O=S(=O)(c1ccccc1)c1cc(N2CCOCC2)nc(-c2ccccc2)n1,-0.00022561,negative,1,0,1,0
O=C1N=C(Cc2cccs2)C(=O)N1Cc1ccccc1,-0.000225813,negative,1,1,0,1
N=C1C=CC2C(=O)OC3CC(CC=CC(OC4CCCCO4)CC=CC=C4COC1C42)OC1(CCCC(C2CCCCC2)O1)C3,-0.000225957,negative,1,0,1,0
O=C(CSc1nnn[nH]1)Nc1ccccn1,-0.00022717,negative,1,0,1,0
O=C(CCN1CCSCC1)Nc1c[nH]c2ccccc12,-0.000227322,negative,1,0,1,0
c1cncc(-c2nnc(Sc3cnc[nH]3)[nH]2)c1,-0.000227389,negative,1,0,1,0
O=C(Nc1ccccc1)NC1CNC(=O)N1c1ccccc1,-0.000227686,negative,1,0,1,0
c1ccc(-c2ncsc2-c2ccccc2)cc1,-0.000227899,negative,2,1,1,0.5
O=C(Nc1ccc2c(c1)OCO2)c1ccco1,-0.000228665,negative,1,0,1,0
O=C1CC2CC(N1)Oc1ccccc12,-0.00023131,negative,1,0,1,0
c1ccc2nc3c(cc2c1)CCO3,-0.000231495,negative,5,0,5,0
O=C1c2cnn(C34CC5CC(CC(C5)C3)C4)c2C(=O)N1c1ccccc1,-0.000231514,negative,1,0,1,0
O=C(Nc1ccccc1)C1CCN(C(=O)c2ccccc2)CC1,-0.000231685,negative,1,1,0,1
O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(Cc1nccs1)C2,-0.000231886,negative,1,0,1,0
O=C(Nc1cnc2ccccc2c1)c1cccc(-n2cnnn2)c1,-0.000231997,negative,1,0,1,0
c1ccc(-c2csc(-n3cccn3)n2)cc1,-0.00023218,negative,2,0,2,0
c1ccc(COc2ccc(-n3cc4c(c3)C3c5ccccc5C4c4cccc[n+]43)cc2)cc1,-0.000232211,negative,1,0,1,0
C=C1CCCCC1=CC=C1CCCC2CCCC12,-0.000232812,negative,4,1,3,0.25
O=C(c1ccccc1)n1nc(-c2ccccc2)nc1NCc1ccccc1,-0.000232969,negative,1,0,1,0
c1cc2c3c(c[nH]c3c1)C1c3cccn3CC1C2,-0.000233551,negative,1,0,1,0
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,-0.000233601,negative,1,0,1,0
O=C(NC1CCCc2ccccc21)c1ccc(=O)[nH]c1,-0.000233771,negative,1,0,1,0
c1ccc2c(c1)[nH]c1cnccc12,-0.000233829,negative,2,0,2,0
O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCC(CN2C(=O)c3cccc4cccc(c34)C2=O)CC1,-0.000233914,negative,1,0,1,0
O=C(Nc1ccccc1)OCc1cc(-c2ccccc2)on1,-0.00023468,negative,3,0,3,0
O=C(OCc1ccccc1)c1cccnc1,-0.000234781,negative,1,0,1,0
C(=NNc1ccccn1)c1cccn1-c1ccccc1,-0.0002348,negative,1,0,1,0
c1ccc(-c2csc(-c3nc(-c4ccccc4)no3)c2)cc1,-0.00023484,negative,1,0,1,0
O=C(OCCN1CCCCC1)c1ccccc1,-0.000234842,negative,1,1,0,1
