scaffold,mean_shap,effect,n_total,n_active,n_inactive,active_ratio
O=C1CCCC(=O)C1C=NCc1ccccc1,3.00E-06,positive,1,0,1,0
O=C(Cn1ccnn1)Nc1ccccc1,2.37E-06,positive,1,0,1,0
S=c1sccn1N=Cc1ccccc1,1.55E-06,positive,1,0,1,0
O=C1CSC2=NC=CC(C=Cc3ccccc3)N12,7.09E-07,positive,1,1,0,1
O=S(=O)(c1cnccc1N1CCNCC1)N1CCOCC1,6.01E-07,positive,1,0,1,0
c1ccc(CSc2ncnc3ncccc23)cc1,3.32E-07,positive,2,0,2,0
O=C(CSc1nncs1)Nc1cc2c(s1)CCCCC2,6.09E-08,positive,1,0,1,0
O=C(CSC1=NCCS1)N1CCN(c2ccccc2)CC1,-9.05E-08,negative,1,1,0,1
O=C(CC=NOCc1ccccc1)c1ccccc1,-1.10E-06,negative,1,1,0,1
c1ccc(Cc2cn(-c3ccccc3)c(=Nc3ccccc3)s2)cc1,-1.15E-06,negative,1,1,0,1
O=C(CSc1nc2ccccc2[nH]1)NN=CC=Cc1ccco1,-1.20E-06,negative,1,0,1,0
c1ccc(CNc2cnccn2)cc1,-2.45E-06,negative,1,0,1,0
O=C(Cn1ccc2ccccc21)N1CCCC1,-3.64E-06,negative,1,0,1,0
c1cc(N2CCNCC2)ccc1CN1CCC2CCCCC21,-4.62E-06,negative,1,0,1,0
O=C(COc1ccccc1C(=O)Nc1ccccc1)c1ccccc1,-5.29E-06,negative,1,1,0,1
O=C1CCCC(=NNC(=O)CCCOc2ccccc2)C1,-5.71E-06,negative,1,0,1,0
O=S(=O)(c1ccccc1)c1cn[nH]c1,-5.88E-06,negative,1,1,0,1
O=C1c2cccc3c(N4CCOCC4)ccc(c23)C(=O)N1c1ccccc1,-6.06E-06,negative,1,0,1,0
C=C(CC1(CNP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,-6.77E-06,negative,2,2,0,1
S=C(Cc1ccccc1)N1CCOCC1,-7.47E-06,negative,1,0,1,0
O=C1NC(c2ccccc2)Nc2ccccc21,-9.10E-06,negative,2,0,2,0
C(=Nc1c(-c2ccco2)nc2ccccn12)c1ccc(-c2ccccc2)o1,-9.31E-06,negative,1,0,1,0
O=C(Nc1cnn(Cc2ccccc2)c1)c1cn(-c2ccccc2)nc1-c1ccccc1,-1.16E-05,negative,2,1,1,0.5
O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,-1.38E-05,negative,1,0,1,0
O=C(CCC(=O)NNC(=O)COc1ccccc1)NCc1ccccc1,-1.41E-05,negative,1,0,1,0
O=C(NC(=S)Nc1ccccc1)c1ccc(-c2ccccc2)o1,-1.42E-05,negative,1,0,1,0
O=C(CCCN1C(=O)c2cccc3cccc(c23)C1=O)N1CCc2ccccc2C1,-1.46E-05,negative,1,1,0,1
C(CCc1ccccc1)=NCc1ccccc1,-1.48E-05,negative,3,0,3,0
O=C(Nc1cnn(-c2ccccc2)c1)c1ccn[nH]1,-1.55E-05,negative,1,0,1,0
O=C1OC(c2conc2-c2ccccc2)=NC1=Cc1ccccc1,-1.58E-05,negative,1,0,1,0
O=C1CC(c2ccccc2)C2CC1C=C2C=Cc1ccccc1,-1.65E-05,negative,2,1,1,0.5
c1ccc(CCNCCOc2ccccc2)cc1,-1.75E-05,negative,1,0,1,0
O=C(Nc1ccccc1)N1c2ccccc2C2CNCCC21,-1.76E-05,negative,1,0,1,0
O=C(NC(=S)Nc1ccc(N2CCCCC2)cc1)c1ccc2c(c1)OCCO2,-1.80E-05,negative,1,0,1,0
O=C(COC(=O)CSc1ncccn1)Nc1nc2ccccc2s1,-1.82E-05,negative,1,0,1,0
O=C1CCCN1c1ccc(Cn2ccc(N3CCNCC3)c2)cc1,-1.83E-05,negative,1,0,1,0
O=C(C=Cc1ccccc1)Nc1ccccc1,-1.83E-05,negative,8,4,4,0.5
C1=C(c2c[nH]c3ccccc23)CCNC1,-1.86E-05,negative,1,1,0,1
O=C1C2CN3CC1CN(C2)C3c1cccnc1,-1.86E-05,negative,1,1,0,1
O=C(Nc1cccnc1)c1cccnc1,-1.91E-05,negative,1,0,1,0
C(=NNc1nc2c(s1)CCCC2)c1ccccc1,-2.00E-05,negative,1,0,1,0
c1ccc(Nc2ccccn2)cc1,-2.10E-05,negative,1,0,1,0
O=C(C=Cc1ccc2ccccc2c1)c1ccoc1,-2.15E-05,negative,1,0,1,0
C(=NNc1nnc(-c2ncc[nH]2)c2ccccc12)c1ccccc1,-2.21E-05,negative,1,1,0,1
c1cc(C2N3CCCN2CC3)ccn1,-2.27E-05,negative,1,0,1,0
O=C(NCc1ccccc1)C1CCNCC1,-2.27E-05,negative,2,0,2,0
c1ccc(C2=Nn3c(nnc3-c3cccs3)SC2)cc1,-2.30E-05,negative,1,1,0,1
O=C(c1ccccc1)c1ccccc1N=CCc1nnnn1-c1ccccc1,-2.35E-05,negative,1,0,1,0
O=C(COc1ccccc1)NN=Cc1cccc(OC(=O)C=Cc2ccccc2)c1,-2.40E-05,negative,1,0,1,0
O=C(CCCc1nc(=O)c2ccccc2[nH]1)NC1CCCCC1,-2.42E-05,negative,1,0,1,0
c1ccc(-c2cn3ccsc3n2)cc1,-2.42E-05,negative,2,0,2,0
c1cnc2c(c1)N(CCON=C1CCCC3c4c[nH]cc4CCC13)CCCC2,-2.57E-05,negative,1,1,0,1
O=C(Nc1nnc(-c2ccccc2)s1)c1ccccc1,-2.68E-05,negative,1,0,1,0
O=C(Nc1ccccc1)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1,-2.83E-05,negative,1,1,0,1
O=C1CC=CCC(NS(=O)(=O)c2ccccc2)COC(=O)CC=CCC(NS(=O)(=O)c2ccccc2)COC(=O)CN1,-2.86E-05,negative,1,0,1,0
O=C(COC(=O)c1ccnc2ccccc12)NCCCN1CCCC1=O,-2.92E-05,negative,1,0,1,0
c1ccc(CSc2cccc3cccnc23)cc1,-2.95E-05,negative,1,0,1,0
C(=NC12CN3CN(CN(C3)C1)C2)c1cccnc1,-2.99E-05,negative,1,0,1,0
C(CCOCc1ccccc1)=NOCCN1CCCc2ncccc21,-3.05E-05,negative,1,0,1,0
O=C(c1ccccc1)N1CC=CC1Cc1ccccc1,-3.29E-05,negative,4,1,3,0.25
c1ccc(-c2nccc(NC3CCNCC3)n2)cc1,-3.33E-05,negative,2,0,2,0
C=c1[nH]c(=C2C(=O)c3ccccc3C2=O)c2cn(-c3ccccc3)cc12,-3.39E-05,negative,1,0,1,0
O=C(CCc1nc(-c2ccccc2)no1)NCCc1ccccc1,-3.39E-05,negative,1,0,1,0
O=C(Cn1cccc1)Nc1ccccc1,-3.48E-05,negative,1,0,1,0
O=C(NCCNc1ccccc1)c1ccco1,-3.53E-05,negative,1,1,0,1
C1=CC2C(CCC3C4CCCCC4CCC23)c2ccccc21,-3.63E-05,negative,1,0,1,0
O=C1CC(=NCCN2CCOCC2)C(=O)c2ncccc21,-3.64E-05,negative,1,1,0,1
c1ccc(CN2CCCN(Cc3ccccc3)C2c2cc3ccccc3c3ccccc23)cc1,-3.70E-05,negative,1,0,1,0
O=C(C=Cc1ccccc1)OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1,-3.71E-05,negative,1,0,1,0
c1ccc(-c2nc3cc(-c4nc5ccccc5[nH]4)ccc3[nH]2)cc1,-3.83E-05,negative,1,1,0,1
O=C(C=Cc1ccccc1)NC1CCCCCC1,-3.93E-05,negative,1,0,1,0
O=C(CSc1nnc(-c2ccco2)n1Cc1ccco1)Nc1ccccc1,-3.98E-05,negative,1,0,1,0
S=C1NC=CC(c2ccccc2)N1,-4.03E-05,negative,2,0,2,0
O=C(NN=Cc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,-4.10E-05,negative,1,0,1,0
O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1-n1cccc1,-4.10E-05,negative,1,0,1,0
c1ccc(C2Oc3ccccc3-c3nc4ccccc4nc32)cc1,-4.13E-05,negative,3,0,3,0
c1cncc(-c2nc[nH]n2)c1,-4.16E-05,negative,1,0,1,0
O=C(CCC1CCNCC1)c1ccccc1,-4.23E-05,negative,1,0,1,0
O=C(c1ccccc1)N1COc2ncnnc2-c2ccccc21,-4.27E-05,negative,1,0,1,0
c1cncc(C2=NCCC2)c1,-4.31E-05,negative,1,0,1,0
O=C(NCc1ccccc1)c1cnn2cccnc12,-4.32E-05,negative,1,0,1,0
c1nc(N2CCCCC2)cc2c1cnc1c2ccn1C12CC3CC(CC(C3)C1)C2,-4.40E-05,negative,1,0,1,0
O=C(COc1ccccc1)NN=CCC(=O)Nc1ccccn1,-4.47E-05,negative,1,0,1,0
C(=Nn1cnnc1)c1ccc(-c2ccccc2)o1,-4.47E-05,negative,1,0,1,0
c1ccc(-c2nc3ccccc3s2)cc1,-4.49E-05,negative,1,0,1,0
O=C1CCC2c3ccccc3CCC2C1,-4.50E-05,negative,2,2,0,1
O=C1CC=CCC(NS(=O)(=O)c2ccccc2)COC(=O)CCO1,-4.55E-05,negative,1,0,1,0
O=C(Cc1ccccc1)NN=CC=Cc1ccccc1,-4.57E-05,negative,1,0,1,0
S=C(Nc1ccccc1)NC1CC2CCCC(C1)N2Cc1cccs1,-4.59E-05,negative,1,0,1,0
O=C(C=CN1CCNC1=S)c1ccc2ccccc2c1,-4.60E-05,negative,1,0,1,0
O=C1CCCC2=C1CC(=O)N2Cc1ccccc1,-4.60E-05,negative,2,1,1,0.5
O=C1c2ccccc2C(c2c[nH]c(=O)[nH]c2=O)N1Cc1ccccc1,-4.65E-05,negative,1,0,1,0
O=C(NCCc1cccs1)C1CC(c2ccccc2)=NO1,-4.80E-05,negative,1,0,1,0
O=C(NCCCNC(=O)c1ccccc1)c1ccccc1,-4.82E-05,negative,1,1,0,1
O=C(Nc1nnn[nH]1)c1ccccc1,-4.85E-05,negative,1,0,1,0
c1ccc(CCCNc2nnnc3ccccc23)cc1,-4.96E-05,negative,1,0,1,0
O=C1c2ccnn2CCN1Cc1ccccc1,-4.96E-05,negative,2,0,2,0
O=C(Nc1ccccc1)c1coc2ccc(NS(=O)(=O)c3ccccc3)cc12,-4.99E-05,negative,1,0,1,0
O=C(C=Cc1ccccc1)Nc1ccc(N2CCN(c3ccccc3)CC2)cc1,-5.01E-05,negative,1,0,1,0
O=C(CN1C(=O)COc2ccccc21)N1CCc2ccccc21,-5.09E-05,negative,1,0,1,0
c1ccc(OCc2ccco2)cc1,-5.11E-05,negative,1,0,1,0
O=C(Nc1ccccc1)c1ccccn1,-5.16E-05,negative,1,1,0,1
O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,-5.32E-05,negative,1,0,1,0
O=C(NC1CC2CCC(C1)N2)NC12CC3CC(CC(C3)C1)C2,-5.53E-05,negative,1,1,0,1
c1ccc(Nc2ncc[nH]2)cc1,-5.58E-05,negative,1,0,1,0
O=S(=O)(Nc1ccccc1-c1ccccc1NS(=O)(=O)c1ccccc1)c1ccccc1,-5.59E-05,negative,1,0,1,0
O=C(NN=Cc1ccccc1)c1ccncc1,-5.70E-05,negative,1,0,1,0
O=C(Oc1ccccc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,-5.73E-05,negative,1,0,1,0
c1ccc(-c2cn(-c3ncnc(N4CCCCC4)n3)nn2)cc1,-5.74E-05,negative,1,1,0,1
c1ccc(CN2CCC(CNc3ncnc4ccccc34)C2)cc1,-5.75E-05,negative,1,0,1,0
C1=CC(c2ccccc2)OCC1Oc1ccccc1,-5.77E-05,negative,8,3,5,0.375
O=C1CCCC(=O)C1C=NCCN1CCN(C(=S)Nc2ccccc2)CC1,-5.78E-05,negative,1,0,1,0
O=C(CCS(=O)(=O)Cc1ccccc1)NCCCN1CCCC1=O,-5.82E-05,negative,1,0,1,0
O=C(CCCOc1ccccc1)NNC(=O)c1ccc(NC(=O)c2ccccc2)cc1,-5.84E-05,negative,1,0,1,0
O=C(NN=Cc1ccccc1)c1cccs1,-5.86E-05,negative,1,1,0,1
c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2,-5.86E-05,negative,1,0,1,0
O=C1CC=CCCCOC(=O)CCCCCCOC(=O)C(Cc2ccccc2)N1,-5.86E-05,negative,1,1,0,1
c1ccc(CNc2ccc3c(c2)OCCO3)cc1,-5.86E-05,negative,1,0,1,0
O=C(NC(=S)N1CCCc2ccccc21)c1ccccc1,-5.87E-05,negative,1,0,1,0
C=c1cccc(NS(=O)(=O)c2ccccc2)c1=C,-5.95E-05,negative,1,1,0,1
O=C(CSCc1ccccc1)NCC1CCCO1,-5.96E-05,negative,1,0,1,0
O=C(C=Cc1ccccc1)NC(=S)Nc1ccccc1,-5.97E-05,negative,2,0,2,0
O=C(NNCc1ccccc1)c1ccon1,-5.99E-05,negative,1,0,1,0
S=c1[nH]nc(-c2sccc2OCc2ccccc2)[nH]1,-6.01E-05,negative,1,0,1,0
O=C1CN=CN1c1ccccc1,-6.18E-05,negative,1,0,1,0
C(=Cc1cnc2ccccc2c1)c1ccccc1,-6.31E-05,negative,1,0,1,0
O=C(CNC(=O)c1ccccc1)NCC(=O)OCC(=O)c1ccccc1,-6.32E-05,negative,1,0,1,0
O=C(Nc1cccc2nsnc12)c1ccc(-c2ccccc2)o1,-6.32E-05,negative,1,0,1,0
O=C(NCc1ccco1)c1ccccc1NS(=O)(=O)c1cccs1,-6.36E-05,negative,1,0,1,0
C=C1CCC(c2cccc3ccccc23)C(=O)O1,-6.38E-05,negative,1,1,0,1
O=C1NC(=Nc2ccccc2)SC1=Cc1cccs1,-6.40E-05,negative,1,1,0,1
O=C(Cc1c[nH]c2ccccc12)NCc1ccccc1,-6.41E-05,negative,1,0,1,0
O=C(CNC(=O)C1CCCCC1)NC1CCN(Cc2ccccc2)CC1,-6.45E-05,negative,1,0,1,0
C(=NNc1nc2ccccc2[nH]1)c1ccccc1,-6.54E-05,negative,1,0,1,0
O=C(CCOCc1ccccc1)Nc1ccccc1,-6.56E-05,negative,1,0,1,0
O=C1CSC2(CCCCC2)N1c1ccccc1,-6.63E-05,negative,1,0,1,0
c1ccc(-n2ccc(Sc3cccc(-c4cccs4)n3)c2)cc1,-6.66E-05,negative,1,0,1,0
O=c1[nH]cc(C=NCCN2CCOCC2)c(=O)n1-c1ccccc1,-6.68E-05,negative,1,0,1,0
N=C1NC(=O)C(=Cc2cn(-c3ccccc3)nc2-c2ccccc2)S1,-6.69E-05,negative,1,0,1,0
O=C1CCCN1CCCNc1ncnc2c1cnn2-c1ccccc1,-6.74E-05,negative,1,0,1,0
c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,-6.80E-05,negative,1,0,1,0
C(=Cc1nc2ccccc2s1)c1ccccc1,-6.81E-05,negative,1,1,0,1
O=C1c2cc3ccccc3cc2C(=O)c2c1ccc1c2OC2CCCC1O2,-6.91E-05,negative,1,0,1,0
O=C(Nc1ccccc1)c1ccc(CSc2nnn[nH]2)cc1,-6.92E-05,negative,1,0,1,0
C(=NNc1ccccn1)c1cccs1,-6.95E-05,negative,1,0,1,0
O=C1C(=O)c2c(ccc3c2CCCC3)-c2occc21,-7.07E-05,negative,1,0,1,0
O=C(CNC(=O)OCc1ccccc1)NCC1CCCO1,-7.10E-05,negative,1,0,1,0
c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,-7.11E-05,negative,1,0,1,0
O=C(NCc1ccccc1)c1cccc(COc2ccccc2)c1,-7.21E-05,negative,1,0,1,0
O=C1c2ccccc2C(C2c3ccccc3C(=O)c3ccccc32)c2ccccc21,-7.25E-05,negative,1,0,1,0
c1cc2c(cc1CN1CCCC1)OCO2,-7.25E-05,negative,2,0,2,0
C(=NCCc1ccccc1)c1ccccc1,-7.34E-05,negative,1,1,0,1
O=C(COc1ccccc1)NN=Cc1ccccc1OC(=O)c1ccco1,-7.37E-05,negative,1,0,1,0
O=C(NCCc1n[nH]c(=S)[nH]1)c1ccccc1,-7.44E-05,negative,1,0,1,0
O=C(CN1CCN(CC(=O)Nc2ccc(OCc3ccccc3)cc2)CC1)Nc1ccccc1,-7.48E-05,negative,1,0,1,0
O=C(CN1CCN(CCCOc2ccccc2)CC1)Nc1ccccc1,-7.53E-05,negative,1,0,1,0
O=C1OCCC2C3OC4(C12)N(Cc1ccccc1)C=CC(c1ccccc1)N4C3=O,-7.61E-05,negative,1,1,0,1
O=S(=O)(c1ccccc1)N1CCC(N2CCCCC2)CC1,-7.62E-05,negative,1,0,1,0
O=C(c1ccco1)N1CCCC2(CCN(c3ncccn3)C2)C1,-7.64E-05,negative,1,0,1,0
O=C(C=NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)OCc1ccccc1,-7.72E-05,negative,1,1,0,1
c1ccc(-c2ccc3c(n2)CCCN3CCCN2CCCc3ncccc32)cc1,-7.73E-05,negative,1,0,1,0
O=S(=O)(Nc1ccccc1)c1ccccn1,-7.77E-05,negative,1,0,1,0
O=C(c1ccccc1)c1ccccc1N1CCCCC1,-7.78E-05,negative,1,1,0,1
O=C(CNNS(=O)(=O)c1ccccc1)Nc1ccsc1,-7.82E-05,negative,1,0,1,0
c1ccc(-c2cnn(-c3ccccc3)c2)cc1,-7.83E-05,negative,1,1,0,1
O=C(CSc1nnc[nH]1)OCN1C(=O)c2ccccc2C1=O,-7.87E-05,negative,1,0,1,0
O=C(c1ccccc1)N1CCC2(CCCNC2)CC1,-7.94E-05,negative,2,1,1,0.5
O=C(Nc1ccccc1)OCCSc1ncc2ccccc2n1,-7.99E-05,negative,1,0,1,0
c1cnc(-c2cccnc2)nc1,-8.06E-05,negative,1,0,1,0
O=C(c1cccs1)n1nc(-c2ccccc2)nc1NCc1ccco1,-8.09E-05,negative,1,0,1,0
O=C(COc1ccccc1)NNC(=O)c1cnccn1,-8.09E-05,negative,1,0,1,0
O=C(c1ccc(CNS(=O)(=O)c2ccccc2)cc1)N1CCCC1,-8.13E-05,negative,1,0,1,0
O=C(NCc1ccc2c(c1)OCO2)c1ccc2c[nH]nc2c1,-8.28E-05,negative,3,0,3,0
O=C(NNC(=S)Nc1ccccc1)c1csc2c1CCCC2,-8.36E-05,negative,1,0,1,0
O=C(c1ccccc1)N1CCC(c2ccccc2)=N1,-8.47E-05,negative,1,1,0,1
O=C(NCCNCc1ccccc1)C1CCC(=O)N1Cc1ccccc1,-8.56E-05,negative,1,0,1,0
O=C1OCC2CCC3C4CCCCC4CCC3C23OC13,-8.65E-05,negative,1,1,0,1
O=C(COc1ccccc1)NN=C1CCOc2ccccc21,-8.74E-05,negative,1,0,1,0
O=C1N=C(CSc2nnc[nH]2)CC(c2ccccc2)N1,-8.74E-05,negative,1,0,1,0
O=S(=O)(c1ccccc1)c1ncc2c(n1)CCC2,-8.78E-05,negative,1,0,1,0
O=C1Nc2cc(C(=O)N3CCC4(CC3)OCCO4)ccc2Sc2ccccc21,-8.79E-05,negative,1,1,0,1
c1ccc(CCn2ncc3c2ncn2nc(-c4ccco4)nc32)cc1,-8.80E-05,negative,1,1,0,1
O=C(Nc1ccccc1)c1ccc(CSc2nncs2)cc1,-8.83E-05,negative,1,0,1,0
O=C(NNc1cnnc(-c2ccccc2)n1)c1ccccc1,-8.86E-05,negative,1,0,1,0
O=C1CC2CCCN3CCc4c(n1c1ccccc41)C23,-8.94E-05,negative,1,1,0,1
c1ccc(-c2cncnc2NC2CCNCC2)cc1,-8.99E-05,negative,2,0,2,0
O=C(COc1ccccc1)NNC(=O)CSc1ncnc2sccc12,-9.12E-05,negative,1,0,1,0
O=C1c2ccccc2C(=O)c2c(Nc3ccc(-c4ccccc4)cc3)cccc21,-9.17E-05,negative,1,0,1,0
O=C(Nc1ccccc1)C1(c2ccccc2)CCCC1,-9.21E-05,negative,1,0,1,0
O=C(Cn1cccn1)Nc1ccccn1,-9.27E-05,negative,1,1,0,1
O=C(C=Cc1ccccc1)Nc1ncccn1,-9.29E-05,negative,1,0,1,0
O=C(Nc1nncs1)c1cc2ccccc2s1,-9.32E-05,negative,1,0,1,0
c1ccc(CNc2ncc(-c3ccccc3)[nH]2)cc1,-9.33E-05,negative,1,0,1,0
O=C(Cn1cncn1)NCc1ccccc1,-9.47E-05,negative,2,0,2,0
O=C1NC(c2ccccc2)N=C2Sc3ccccc3N12,-9.48E-05,negative,1,0,1,0
O=C(Nc1cnn(Cc2ccccc2)c1)c1ccccc1,-9.52E-05,negative,1,0,1,0
O=C(CSCc1ccccc1)Nc1cccc(C(=O)Nc2ccccc2)c1,-9.52E-05,negative,1,1,0,1
O=C(ON=C1CCCc2ccccc21)c1cccc2ccccc12,-9.56E-05,negative,1,0,1,0
C1=NCCN1Cc1ccccc1,-9.62E-05,negative,1,0,1,0
O=C(Nc1ccccc1)C1CCCN1C(=O)Nc1ccccc1,-9.62E-05,negative,2,0,2,0
O=C(CN1CC(c2ccccc2)CC1=O)NN=Cc1ccccc1,-9.64E-05,negative,1,0,1,0
c1cc(-c2nnc3sccn23)ccn1,-9.66E-05,negative,1,0,1,0
c1ccc2cnccc2c1,-9.73E-05,negative,2,1,1,0.5
O=C(Nc1c(-c2ccccc2)nc2ncccn12)C1CC1,-9.75E-05,negative,1,0,1,0
O=C1C(=Cc2ccccc2)N=CN1c1ccccc1,-9.86E-05,negative,2,1,1,0.5
c1nnc(C2CCCCC2)[nH]1,-9.87E-05,negative,1,0,1,0
c1ccc(-c2cc(Nc3cc[nH]n3)ncn2)cc1,-9.88E-05,negative,1,1,0,1
O=C(NCCCNCCCNCc1ccccc1)c1cccnc1,-9.90E-05,negative,1,0,1,0
O=C(c1ccccc1)n1cnc2cc3c(cc21)OCCO3,-9.92E-05,negative,2,0,2,0
C(=NNc1ccccc1)c1ccccc1,-1.00E-04,negative,1,1,0,1
O=C(Nc1ccccc1)c1cccnc1,-1.00E-04,negative,2,0,2,0
C=c1ccsc1=Cc1cn(CC(=O)N2CCOCC2)c(=O)s1,-0.000100695,negative,1,0,1,0
O=C(Nc1ccccc1)c1cn[nH]c1,-0.000101019,negative,2,1,1,0.5
O=C(Oc1cccc(-c2ccccc2)c1)c1ccccc1,-0.000102249,negative,1,0,1,0
O=C(c1cnc(Nc2ccccc2)c2ccccc12)N1CCN(c2ccccc2)CC1,-0.000102422,negative,1,0,1,0
O=C1Cc2ccc3c(c2CNCCc2ccccc21)OCO3,-0.000102521,negative,1,0,1,0
O=C(Nc1nc(-c2ccccc2)c(-c2ccccc2)o1)c1ccccc1,-0.000102586,negative,1,1,0,1
O=C(c1ccc(C=NOCCC2C=CCCO2)cc1)N1CCCCC1c1ccccc1,-0.000103126,negative,1,0,1,0
O=C1c2ccccc2C(=Nc2ccccc2)C1c1ccccc1,-0.000103297,negative,1,0,1,0
O=C(CC=NCC(=O)c1ccccc1)c1ccccc1,-0.000103587,negative,1,1,0,1
O=C(CSc1ncnc2c1cnn2-c1ccccc1)Nc1cn[nH]c1,-0.000104117,negative,1,0,1,0
c1ccc(-c2csc(N=Nc3c[nH]c4ccccc34)n2)cc1,-0.000104546,negative,1,0,1,0
O=C(NC(=S)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1ccco1,-0.000104554,negative,1,0,1,0
O=C(NCCCN1CCNCC1)c1cc2cc3ccccc3nc2o1,-0.000104745,negative,1,0,1,0
C1=NC=NCN1c1cccc(CSc2ccccc2)c1,-0.000106034,negative,1,0,1,0
O=C(NN=Cc1cccc(NC(=O)c2ccco2)c1)c1ccccc1,-0.000106572,negative,1,0,1,0
O=C(NCc1ccc2c(c1)CCCC2)c1ccccc1,-0.000106906,negative,1,0,1,0
O=S(=O)(c1ccccc1)N1CCN(c2ncnc3sc4c(c23)CCCC4)CC1,-0.000107048,negative,1,0,1,0
c1ccc(C[n+]2cccc(C3CCC[NH+]3Cc3ccccc3)c2)cc1,-0.000107457,negative,1,0,1,0
O=C(Cc1ccccc1)Nc1ccccc1,-0.000107504,negative,4,2,2,0.5
S=C(Nc1ccccc1)c1ccccn1,-0.00010801,negative,1,0,1,0
c1ccc(-c2cc(NCc3cnccn3)ncn2)cc1,-0.000108381,negative,4,1,3,0.25
O=C(NCc1ccccc1)c1ccon1,-0.00010864,negative,1,0,1,0
O=c1ccc2cc(Cc3ccccc3)ccc2[nH]1,-0.000108869,negative,2,0,2,0
c1ccc2c(c1)CCC(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,-0.000109,negative,1,1,0,1
O=C(NC(=S)Nc1nccs1)c1ccccc1,-0.000109558,negative,1,1,0,1
c1ccc2nc(N3CCOCC3)ccc2c1,-0.000109886,negative,3,1,2,0.333333333
C=C1CCC2CC1c1cc3c(cc1O2)OC12C4COC1C(=O)C(=CC2C3=O)C4,-0.00011003,negative,1,0,1,0
O=C(COc1ccccc1)Nc1ccnn1-c1ccccc1,-0.000111425,negative,1,0,1,0
c1ccc(Cc2nccn2Cc2ccccc2)cc1,-0.000111443,negative,1,0,1,0
O=C(CC(=O)NN=C1CCCC1)NCCc1ccccc1,-0.000113041,negative,1,0,1,0
O=C1NC(c2cccs2)C(C(=O)c2cc[nH]c2)C1=O,-0.000113377,negative,1,0,1,0
c1ccc(Nc2ncncn2)cc1,-0.000114407,negative,2,1,1,0.5
O=C1N=C2SCCN2C1=Cc1ccccc1,-0.000114745,negative,1,1,0,1
O=C(NCc1ccccn1)c1ccccc1,-0.000114916,negative,1,0,1,0
O=C(CC(c1ccccc1)c1ccccc1)N1CCCC1,-0.000114959,negative,1,1,0,1
N=C(CCC(=N)Sc1ccccc1)Sc1ccccc1,-0.000115155,negative,1,1,0,1
O=C(c1ccccc1)c1cn(-c2ccccc2)nn1,-0.000115419,negative,1,0,1,0
O=C1OCCC2CC(=O)N3C(=C12)N(Cc1ccccc1)C=CC3c1ccccc1,-0.000115656,negative,1,0,1,0
O=c1cc(NN=Cc2ccccc2)cn[nH]1,-0.000115914,negative,1,1,0,1
c1ccc2c(c1)cc1c3c(cccc32)CCN1,-0.00011613,negative,2,2,0,1
O=C(CN1CCN(c2ccccc2)CC1)c1ccc(-c2ccccc2)cc1,-0.000116181,negative,1,0,1,0
O=C(c1ccccc1)c1c[nH]c(C(=O)NCC2CCCO2)c1,-0.000116193,negative,1,0,1,0
O=C(NCNNc1ccccc1)c1ccccc1,-0.000117666,negative,1,1,0,1
C(=NNc1ccccc1)c1cnn(-c2ccccc2)c1,-0.000117673,negative,1,0,1,0
c1ccc(CN2CC3C(c4cccnc4)C4(c5ccccc5)CC3(C4)C2c2ccccc2)cc1,-0.00011791,negative,2,0,2,0
O=C(NN=CCn1cccn1)c1ccccc1,-0.000118466,negative,2,0,2,0
O=C1c2ccccc2C(=O)N1CC(=O)n1cccn1,-0.000118913,negative,1,0,1,0
O=C(COC(=O)c1cccnc1)c1ccccc1,-0.000119441,negative,2,1,1,0.5
c1csc(C2=NN=C(c3ccc(N4CCOCC4)cc3)c3ccccc3N2)c1,-0.000120128,negative,1,0,1,0
c1ccc(CNCCc2ccccn2)cc1,-0.00012024,negative,1,0,1,0
O=C(COc1cccc(NC(=O)c2ccccc2)c1)c1ccccc1,-0.00012094,negative,1,0,1,0
O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)NC(=O)NCc1ccccc1,-0.000121016,negative,1,0,1,0
C1=Cc2ccccc2NC1,-0.000121974,negative,1,1,0,1
c1cncc(C2CCCN2)c1,-0.000122013,negative,1,0,1,0
O=c1oc2ccccc2c2oc3cc4c(cc3c12)OCO4,-0.000122212,negative,1,0,1,0
O=C(COc1ccccc1)Nc1ccc(C=NNC(=O)c2cccs2)cc1,-0.000122367,negative,1,0,1,0
